District Nces Id,district_name,week,learning_modality,operational_schools,student_count,city,state,zip_code
100005,Albertville City,2022-08-28T00:00:00.000,In Person,6,5824,Albertville,AL,35950
100006,Marshall County,2022-08-28T00:00:00.000,In Person,15,5764,Guntersville,AL,35976
100007,Hoover City,2022-08-28T00:00:00.000,In Person,18,14061,Hoover,AL,35243
100008,Madison City,2022-08-28T00:00:00.000,In Person,11,11695,Madison,AL,35758
100011,Leeds City,2022-08-28T00:00:00.000,In Person,4,2076,Leeds,AL,35094
100012,Boaz City,2022-08-28T00:00:00.000,In Person,5,2440,Boaz,AL,35957
100100,Arab City,2022-08-28T00:00:00.000,In Person,4,2696,Arab,AL,35016
100185,Saraland City,2022-08-28T00:00:00.000,In Person,4,3233,Saraland,AL,36571
100190,Alabaster City,2022-08-28T00:00:00.000,In Person,5,6293,Alabaster,AL,35007
100194,Pelham City,2022-08-28T00:00:00.000,In Person,4,3383,Pelham,AL,35124
100197,Acceleration Day and Evening Academy,2022-08-28T00:00:00.000,In Person,1,318,Mobile,AL,36606
100199,University Charter School,2022-08-28T00:00:00.000,In Person,1,431,Livingston,AL,35470
100210,Auburn City,2022-08-28T00:00:00.000,In Person,13,8930,Auburn,AL,36830
100240,Autauga County,2022-08-28T00:00:00.000,In Person,15,9120,Prattville,AL,36067
100270,Baldwin County,2022-08-28T00:00:00.000,In Person,46,30602,Bay Minette,AL,36507
100300,Barbour County,2022-08-28T00:00:00.000,In Person,3,703,Clayton,AL,36016
100390,Birmingham City,2022-08-28T00:00:00.000,In Person,51,22726,Birmingham,AL,35203
100420,Blount County,2022-08-28T00:00:00.000,In Person,17,7653,Oneonta,AL,35121
100480,Bullock County,2022-08-28T00:00:00.000,In Person,4,1459,Union Springs,AL,36089
100510,Butler County,2022-08-28T00:00:00.000,In Person,7,2952,Greenville,AL,36037
100540,Calhoun County,2022-08-28T00:00:00.000,In Person,19,8495,Anniston,AL,36206
100600,Chambers County,2022-08-28T00:00:00.000,In Person,11,3479,Lafayette,AL,36862
100660,Chilton County,2022-08-28T00:00:00.000,In Person,14,7831,Clanton,AL,35045
100720,Clarke County,2022-08-28T00:00:00.000,In Person,7,2362,Grove Hill,AL,36451
100750,Clay County,2022-08-28T00:00:00.000,In Person,4,1840,Ashland,AL,36251
100810,Coffee County,2022-08-28T00:00:00.000,In Person,4,2467,Elba,AL,36323
100930,Covington County,2022-08-28T00:00:00.000,In Person,9,3056,Andalusia,AL,36421
101020,Cullman County,2022-08-28T00:00:00.000,In Person,28,9349,Cullman,AL,35055
101050,Dale County,2022-08-28T00:00:00.000,In Person,8,3259,Ozark,AL,36360
101080,Daleville City,2022-08-28T00:00:00.000,In Person,3,1142,Daleville,AL,36322
101140,DeKalb County,2022-08-28T00:00:00.000,In Person,16,8973,Rainsville,AL,35986
101230,Dothan City,2022-08-28T00:00:00.000,In Person,16,8701,DOTHAN,AL,36301
101290,Elmore County,2022-08-28T00:00:00.000,In Person,16,11557,Wetumpka,AL,36092
101320,Enterprise City,2022-08-28T00:00:00.000,In Person,10,6839,Enterprise,AL,36330
101380,Etowah County,2022-08-28T00:00:00.000,In Person,24,8614,Gadsden,AL,35904
101470,Fayette County,2022-08-28T00:00:00.000,In Person,6,2230,Fayette,AL,35555
101530,Florence City,2022-08-28T00:00:00.000,In Person,9,4484,Florence,AL,35630
101590,Franklin County,2022-08-28T00:00:00.000,In Person,10,3674,Russellville,AL,35653
101640,Geneva City,2022-08-28T00:00:00.000,In Person,3,1268,Geneva,AL,36340
101680,Greene County,2022-08-28T00:00:00.000,In Person,5,1012,Eutaw,AL,35462
101730,Hartselle City,2022-08-28T00:00:00.000,In Person,6,3519,Hartselle,AL,35640
101770,Houston County,2022-08-28T00:00:00.000,In Person,12,6479,Dothan,AL,36302
101800,Huntsville City,2022-08-28T00:00:00.000,In Person,46,23882,Huntsville,AL,35801
101830,Jackson County,2022-08-28T00:00:00.000,In Person,18,5188,Scottsboro,AL,35768
101860,Jacksonville City,2022-08-28T00:00:00.000,In Person,2,1639,Jacksonville,AL,36265
101890,Jasper City,2022-08-28T00:00:00.000,In Person,5,2734,Jasper,AL,35501
101920,Jefferson County,2022-08-28T00:00:00.000,In Person,58,36359,Birmingham,AL,35209
102070,Lee County,2022-08-28T00:00:00.000,In Person,14,9508,Opelika,AL,36804
102100,Limestone County,2022-08-28T00:00:00.000,In Person,17,11042,Athens,AL,35611
102220,Madison County,2022-08-28T00:00:00.000,In Person,30,19478,Huntsville,AL,35811
102250,Marengo County,2022-08-28T00:00:00.000,In Person,3,1018,Linden,AL,36748
102310,Marion County,2022-08-28T00:00:00.000,In Person,11,3280,Hamilton,AL,35570
102350,Midfield City,2022-08-28T00:00:00.000,In Person,4,1025,Midfield,AL,35228
102370,Mobile County,2022-08-28T00:00:00.000,In Person,91,53941,Mobile,AL,36618
102430,Montgomery County,2022-08-28T00:00:00.000,In Person,52,28185,Montgomery,AL,36104
102480,Morgan County,2022-08-28T00:00:00.000,In Person,19,7616,Decatur,AL,35603
102550,Oneonta City,2022-08-28T00:00:00.000,In Person,3,1488,Oneonta,AL,35121
102580,Opelika City,2022-08-28T00:00:00.000,In Person,9,4616,Opelika,AL,36801
102670,Perry County,2022-08-28T00:00:00.000,In Person,2,1178,Marion,AL,36756
102700,Phenix City,2022-08-28T00:00:00.000,In Person,12,7449,Phenix City,AL,36867
102820,Randolph County,2022-08-28T00:00:00.000,In Person,8,2176,Wedowee,AL,36278
102880,Russell County,2022-08-28T00:00:00.000,In Person,8,3509,Phenix City,AL,36867
102970,Selma City,2022-08-28T00:00:00.000,In Person,11,2852,Selma,AL,36701
103000,Sheffield City,2022-08-28T00:00:00.000,In Person,4,1037,Sheffield,AL,35660
103030,Shelby County,2022-08-28T00:00:00.000,In Person,31,20991,Columbiana,AL,35051
103062,St Clair County,2022-08-28T00:00:00.000,In Person,20,9634,Ashville,AL,35953
103270,Tarrant City,2022-08-28T00:00:00.000,In Person,3,1285,Tarrant,AL,35217
103360,Tuscaloosa City,2022-08-28T00:00:00.000,In Person,20,10910,Tuscaloosa,AL,35401
103390,Tuscaloosa County,2022-08-28T00:00:00.000,In Person,35,19052,Tuscaloosa,AL,35403
103430,Vestavia Hills City,2022-08-28T00:00:00.000,In Person,9,7137,Vestavia Hills,AL,35216
103540,Winfield City,2022-08-28T00:00:00.000,In Person,3,1272,Winfield,AL,35594
103580,Winston County,2022-08-28T00:00:00.000,In Person,10,2292,Double Springs,AL,35553
200001,Lower Kuskokwim School District,2022-08-28T00:00:00.000,In Person,29,4245,Bethel,AK,99559
200003,Lower Yukon School District,2022-08-28T00:00:00.000,In Person,11,2027,Mountain Village,AK,99632
200007,Aleutians East Borough School District,2022-08-28T00:00:00.000,In Person,4,234,Sand Point,AK,99661
200060,Cordova City School District,2022-08-28T00:00:00.000,In Person,3,336,Cordova,AK,99574
200130,Galena City School District,2022-08-28T00:00:00.000,In Person,4,5326,Galena,AK,99741
200150,Ketchikan Gateway Borough School District,2022-08-28T00:00:00.000,In Person,9,2291,Ketchikan,AK,99901
200180,Anchorage School District,2022-08-28T00:00:00.000,In Person,97,46143,Anchorage,AK,99504
200210,Juneau Borough School District,2022-08-28T00:00:00.000,In Person,15,4725,Juneau,AK,99801
200390,Kenai Peninsula Borough School District,2022-08-28T00:00:00.000,In Person,42,8774,Soldotna,AK,99669
200450,Klawock City School District,2022-08-28T00:00:00.000,In Person,2,131,Klawock,AK,99925
200480,Kodiak Island Borough School District,2022-08-28T00:00:00.000,In Person,12,2308,Kodiak,AK,99615
200510,Matanuska-Susitna Borough School District,2022-08-28T00:00:00.000,In Person,47,19502,Palmer,AK,99645
200520,Iditarod Area School District,2022-08-28T00:00:00.000,In Person,8,320,McGrath,AK,99627
200570,Nome Public Schools,2022-08-28T00:00:00.000,In Person,4,710,Nome,AK,99762
200600,Fairbanks North Star Borough School District,2022-08-28T00:00:00.000,In Person,36,13319,Fairbanks,AK,99701
200625,Northwest Arctic Borough School District,2022-08-28T00:00:00.000,In Person,13,2097,Kotzebue,AK,99752
200660,Petersburg Borough School District,2022-08-28T00:00:00.000,In Person,3,469,Petersburg,AK,99833
200710,Southwest Region School District,2022-08-28T00:00:00.000,In Person,8,636,Dillingham,AK,99576
200720,Unalaska City School District,2022-08-28T00:00:00.000,In Person,2,412,Unalaska,AK,99685
200770,Denali Borough School District,2022-08-28T00:00:00.000,In Person,4,993,Healy,AK,99743
200775,Yukon Flats School District,2022-08-28T00:00:00.000,In Person,6,211,Ft. Yukon,AK,99740
200800,Chugach School District,2022-08-28T00:00:00.000,In Person,4,510,Anchorage,AK,99507
400001,Cave Creek Unified District (4244),2022-08-28T00:00:00.000,In Person,8,5528,SCOTTSDALE,AZ,85266
400003,Chino Valley Unified District (4474),2022-08-28T00:00:00.000,In Person,4,2368,CHINO VALLEY,AZ,86323
400004,Clarkdale-Jerome Elementary District (4486),2022-08-28T00:00:00.000,In Person,1,485,CLARKDALE,AZ,86324
400005,Salome Consolidated Elementary District (4514),2022-08-28T00:00:00.000,In Person,1,118,Salome,AZ,85348
400016,Center for Academic Success Inc. (4191),2022-08-28T00:00:00.000,In Person,5,1201,SIERRA VISTA,AZ,85635
400018,Pine Forest Education Association Inc. (4201),2022-08-28T00:00:00.000,In Person,1,261,FLAGSTAFF,AZ,86001
400023,Pinon Unified District (4390),2022-08-28T00:00:00.000,In Person,3,1105,Pinon,AZ,86510
400026,Heber-Overgaard Unified District (4392),2022-08-28T00:00:00.000,In Person,4,477,HEBER,AZ,85928
400028,Triumphant Learning Center (4225),2022-08-28T00:00:00.000,In Person,1,95,SAFFORD,AZ,85546
400033,Boys & Girls Clubs of the East Valley dba Mesa Art (4305),2022-08-28T00:00:00.000,In Person,1,231,MESA,AZ,85210
400037,Twenty First Century Charter School Inc. Bennett  (4310),2022-08-28T00:00:00.000,In Person,2,237,PHOENIX,AZ,85017
400041,Maricopa County Community College District dba Gat (4314),2022-08-28T00:00:00.000,In Person,1,276,PHOENIX,AZ,85034
400054,Villa Montessori Charter School (4339),2022-08-28T00:00:00.000,In Person,1,495,PHOENIX,AZ,85016
400057,Arizona Call-a-Teen Youth Resources Inc. (4346),2022-08-28T00:00:00.000,In Person,1,109,PHOENIX,AZ,85003
400065,Benjamin Franklin Charter School - Queen Creek (4355),2022-08-28T00:00:00.000,In Person,4,2985,QUEEN CREEK,AZ,85142
400071,Bright Beginnings School Inc. (4362),2022-08-28T00:00:00.000,In Person,1,266,CHANDLER,AZ,85224
400074,Kingman Academy Of Learning (4383),2022-08-28T00:00:00.000,In Person,4,1374,KINGMAN,AZ,86409
400081,Presidio School (4425),2022-08-28T00:00:00.000,In Person,1,431,TUCSON,AZ,85719
400082,Colorado River Union High School District (4381),2022-08-28T00:00:00.000,In Person,3,1853,BULLHEAD CITY,AZ,86442
400090,Mingus Springs Charter School (4493),2022-08-28T00:00:00.000,In Person,1,161,CHINO VALLEY,AZ,86323
400092,Franklin Phonetic Primary School Inc. (4495),2022-08-28T00:00:00.000,In Person,1,444,Prescott Valley,AZ,86314
400096,Mountain School Inc. (4203),2022-08-28T00:00:00.000,In Person,1,196,FLAGSTAFF,AZ,86005
400103,Ombudsman Educational Services Ltd.a subsidiary  (4323),2022-08-28T00:00:00.000,In Person,7,1629,Glendale,AZ,85308
400107,International Commerce Secondary Schools Inc. (4334),2022-08-28T00:00:00.000,In Person,2,378,PHOENIX,AZ,85014
400108,Humanities and Sciences Academy of the United Stat (4337),2022-08-28T00:00:00.000,In Person,2,304,PHOENIX,AZ,85014
400109,Phoenix Advantage Charter School Inc. (4338),2022-08-28T00:00:00.000,In Person,1,214,PHOENIX,AZ,85016
400112,American Leadership Academy Inc. (4348),2022-08-28T00:00:00.000,In Person,9,9984,CHANDLER,AZ,85286
400121,Accelerated Learning Center Inc. (4297),2022-08-28T00:00:00.000,In Person,1,168,PHOENIX,AZ,85028
400129,Accelerated Elementary and Secondary Schools (6364),2022-08-28T00:00:00.000,In Person,1,173,TUCSON,AZ,85745
400141,Discovery Plus Academy (6357),2022-08-28T00:00:00.000,In Person,1,115,PIMA,AZ,85543
400147,Ha:san Educational Services (6369),2022-08-28T00:00:00.000,In Person,1,127,TUCSON,AZ,85719
400150,Mexicayotl Academy Inc. (4463),2022-08-28T00:00:00.000,In Person,2,239,NOGALES,AZ,85621
400151,New Horizon School for the Performing Arts (4366),2022-08-28T00:00:00.000,In Person,1,166,MESA,AZ,85204
400154,Shonto Governing Board of Education Inc. (6353),2022-08-28T00:00:00.000,In Person,1,68,Shonto,AZ,86054
400159,Tucson Preparatory School (6374),2022-08-28T00:00:00.000,In Person,1,118,TUCSON,AZ,85705
400181,Benchmark School Inc. (10972),2022-08-28T00:00:00.000,In Person,1,445,PHOENIX,AZ,85032
400187,Stepping Stones Academy (10966),2022-08-28T00:00:00.000,In Person,1,207,PHOENIX,AZ,85086
400190,Liberty Traditional Charter School (10968),2022-08-28T00:00:00.000,In Person,2,525,PHOENIX,AZ,85031
400202,Academy of Tucson Inc. (78897),2022-08-28T00:00:00.000,In Person,3,596,TUCSON,AZ,85748
400204,Mountain Rose Academy Inc. (10879),2022-08-28T00:00:00.000,In Person,1,268,TUCSON,AZ,85741
400211,Mary Ellen Halvorson Educational Foundation. dba:  (10965),2022-08-28T00:00:00.000,In Person,1,279,PRESCOTT,AZ,86301
400212,Benson Unified School District (79226),2022-08-28T00:00:00.000,In Person,5,1336,BENSON,AZ,85602
400225,Horizon Community Learning Center Inc. (79264),2022-08-28T00:00:00.000,In Person,1,724,PHOENIX,AZ,85048
400229,Milestones Charter School (79207),2022-08-28T00:00:00.000,In Person,1,205,PHOENIX,AZ,85032
400231,James Madison Preparatory School (79063),2022-08-28T00:00:00.000,In Person,1,181,TEMPE,AZ,85283
400239,P.L.C. Charter Schools (6235),2022-08-28T00:00:00.000,In Person,1,1236,TOLLESON,AZ,85353
400241,Paragon Management Inc. (5180),2022-08-28T00:00:00.000,In Person,2,2714,SURPRISE,AZ,85388
400244,Edkey Inc. - Sequoia Charter School (6446),2022-08-28T00:00:00.000,In Person,2,861,MESA,AZ,85204
400248,Telesis Center for Learning Inc. (79218),2022-08-28T00:00:00.000,In Person,2,372,Lake Havasu City,AZ,86403
400255,Tucson Country Day School Inc. (79073),2022-08-28T00:00:00.000,In Person,1,655,TUCSON,AZ,85715
400263,Patagonia Montessori Elementary School (79069),2022-08-28T00:00:00.000,In Person,1,21,PATAGONIA,AZ,85624
400268,Juniper Tree Academy (79064),2022-08-28T00:00:00.000,In Person,1,931,YUMA,AZ,85364
400275,Highland Free School (79061),2022-08-28T00:00:00.000,In Person,1,56,TUCSON,AZ,85719
400284,Omega Alpha Academy (79503),2022-08-28T00:00:00.000,In Person,1,329,DOUGLAS,AZ,85607
400290,Pan-American Elementary Charter (79578),2022-08-28T00:00:00.000,In Person,1,767,Phoenix,AZ,85017
400295,Kingman Unified School District (79598),2022-08-28T00:00:00.000,In Person,11,7092,KINGMAN,AZ,86401
400303,North Star Charter School Inc. (79701),2022-08-28T00:00:00.000,In Person,1,1295,Phoenix,AZ,85037
400318,Aprender Tucson (79426),2022-08-28T00:00:00.000,In Person,1,253,TUCSON,AZ,85713
400343,Griffin Foundation Inc. The (79500),2022-08-28T00:00:00.000,In Person,2,204,TUCSON,AZ,85711
400366,Valley of the Sun Waldorf Education Association d (79957),2022-08-28T00:00:00.000,In Person,1,310,PHOENIX,AZ,85042
400382,CPLC Community Schools dba Toltecalli High School (80032),2022-08-28T00:00:00.000,In Person,1,159,TUCSON,AZ,85701
400388,Kaizen Education Foundation dba Skyview High Schoo (79880),2022-08-28T00:00:00.000,In Person,1,205,PHOENIX,AZ,85016
400389,Kaizen Education Foundation dba Maya High School (79882),2022-08-28T00:00:00.000,In Person,1,424,PHOENIX,AZ,85016
400390,Camelback Education Inc (79905),2022-08-28T00:00:00.000,In Person,1,528,GLENDALE,AZ,85303
400391,Vista Charter School (79907),2022-08-28T00:00:00.000,In Person,1,19,PHOENIX,AZ,85035
400394,Avondale Learning dba Precision Academy (79929),2022-08-28T00:00:00.000,In Person,1,67,PHOENIX,AZ,85035
400401,New World Educational Center (78882),2022-08-28T00:00:00.000,In Person,1,220,PHOENIX,AZ,85014
400404,Akimel O'Otham Pee Posh Charter School Inc. (78966),2022-08-28T00:00:00.000,Hybrid,1,6,COOLIDGE,AZ,85128
400427,Arizona Connections Academy Charter School Inc. (87407),2022-08-28T00:00:00.000,In Person,1,2275,GILBERT,AZ,85297
400432,Portable Practical Educational Preparation Inc. ( (87405),2022-08-28T00:00:00.000,Remote,2,4932,PHOENIX,AZ,85004
400438,Imagine Charter Elementary at Desert West Inc. (88367),2022-08-28T00:00:00.000,In Person,1,891,PHOENIX,AZ,85053
400448,Desert Sky Community School Inc. (88308),2022-08-28T00:00:00.000,In Person,1,56,TUCSON,AZ,85712
400450,Agua Fria Union High School District (4289),2022-08-28T00:00:00.000,In Person,5,8359,AVONDALE,AZ,85323
400520,Ajo Unified District (4409),2022-08-28T00:00:00.000,In Person,2,441,AJO,AZ,85321
400600,Alhambra Elementary District (4280),2022-08-28T00:00:00.000,In Person,18,12307,PHOENIX,AZ,85019
400616,New School for the Arts Middle School (80985),2022-08-28T00:00:00.000,In Person,1,79,TEMPE,AZ,85281
400680,Amphitheater Unified District (4406),2022-08-28T00:00:00.000,In Person,22,13410,TUCSON,AZ,85705
400720,Antelope Union High School District (4506),2022-08-28T00:00:00.000,In Person,2,211,Wellton,AZ,85356
400745,Legacy Traditional School - Maricopa (88360),2022-08-28T00:00:00.000,In Person,1,1282,MARICOPA,AZ,85138
400746,Eduprize Schools LLC (89412),2022-08-28T00:00:00.000,In Person,2,3632,QUEEN CREEK,AZ,85142
400754,Imagine Desert West Middle Inc. (89563),2022-08-28T00:00:00.000,In Person,1,499,PHOENIX,AZ,85053
400755,Freedom Academy Inc. (89506),2022-08-28T00:00:00.000,In Person,2,376,PHOENIX,AZ,85032
400771,Blue Adobe Project (89871),2022-08-28T00:00:00.000,In Person,1,73,TUCSON,AZ,85711
400775,San Tan Montessori School Inc. (89798),2022-08-28T00:00:00.000,In Person,1,961,GILBERT,AZ,85234
400781,Math and Science Success Academy Inc. (89852),2022-08-28T00:00:00.000,In Person,1,712,TUCSON,AZ,85705
400783,Imagine Prep Superstition Inc. (89788),2022-08-28T00:00:00.000,In Person,1,377,Apache Junction,AZ,85120
400786,West Valley Arts and Technology Academy Inc. (90036),2022-08-28T00:00:00.000,In Person,1,306,LAVEEN,AZ,85339
400787,Kaizen Education Foundation dba Vista Grove Prepar (90330),2022-08-28T00:00:00.000,In Person,1,123,PHOENIX,AZ,85016
400790,Apache Junction Unified District (4443),2022-08-28T00:00:00.000,In Person,5,3237,Apache Junction,AZ,85120
400793,Morrison Education Group Inc. (90192),2022-08-28T00:00:00.000,In Person,1,600,PHOENIX,AZ,85041
400796,CAFA Inc. dba Learning Foundation and Performing  (90328),2022-08-28T00:00:00.000,In Person,1,172,GILBERT,AZ,85296
400798,Pioneer Preparatory School (90140),2022-08-28T00:00:00.000,In Person,1,498,PHOENIX,AZ,85033
400800,The Odyssey Preparatory Academy Inc. (90287),2022-08-28T00:00:00.000,In Person,4,3562,BUCKEYE,AZ,85326
400801,Skyline Gila River Schools LLC (90329),2022-08-28T00:00:00.000,In Person,1,240,Bapchule,AZ,85121
400810,Imagine Superstition Middle Inc. (90160),2022-08-28T00:00:00.000,In Person,1,157,Apache Junction,AZ,85120
400819,Anthem Preparatory Academy (90532),2022-08-28T00:00:00.000,In Person,1,802,PHOENIX,AZ,85034
400820,Compass Points International Inc (90533),2022-08-28T00:00:00.000,In Person,1,195,PRESCOTT,AZ,86301
400824,Leading Edge Academy Maricopa (90637),2022-08-28T00:00:00.000,In Person,1,799,GILBERT,AZ,85296
400840,Arlington Elementary District (4274),2022-08-28T00:00:00.000,In Person,1,260,ARLINGTON,AZ,85322
400841,Archway Classical Academy Scottsdale (90857),2022-08-28T00:00:00.000,In Person,1,1001,PHOENIX,AZ,85034
400842,Legacy Traditional School - Northwest Tucson (91137),2022-08-28T00:00:00.000,In Person,1,1192,TUCSON,AZ,85742
400844,La Tierra Community School Inc (90900),2022-08-28T00:00:00.000,In Person,1,131,PRESCOTT,AZ,86301
400847,Legacy Traditional School - Avondale (91135),2022-08-28T00:00:00.000,In Person,1,1330,MARICOPA,AZ,85138
400855,Legacy Traditional School - Chandler (91133),2022-08-28T00:00:00.000,In Person,1,1233,CHANDLER,AZ,85286
400861,North Phoenix Preparatory Academy (90879),2022-08-28T00:00:00.000,In Person,1,488,PHOENIX,AZ,85034
400866,Archway Classical Academy Glendale (91878),2022-08-28T00:00:00.000,In Person,1,558,PHOENIX,AZ,85034
400871,Legacy Traditional School ? Laveen Village (91763),2022-08-28T00:00:00.000,In Person,1,1092,LAVEEN,AZ,85339
400877,Empower College Prep (91277),2022-08-28T00:00:00.000,In Person,2,725,PHOENIX,AZ,85015
400886,Archway Classical Academy Cicero (92314),2022-08-28T00:00:00.000,In Person,1,533,PHOENIX,AZ,85034
400888,Archway Classical Academy Arete (92312),2022-08-28T00:00:00.000,In Person,1,544,PHOENIX,AZ,85034
400890,ASU Preparatory Academy (92325),2022-08-28T00:00:00.000,In Person,1,468,PHOENIX,AZ,85006
400891,Academy of Mathematics and Science South Inc. (90878),2022-08-28T00:00:00.000,In Person,6,1882,TUCSON,AZ,85705
400892,Legacy Traditional School - Casa Grande (92199),2022-08-28T00:00:00.000,In Person,1,1275,Casa Grande,AZ,85122
400893,Hirsch Academy A Challenge Foundation (91275),2022-08-28T00:00:00.000,In Person,1,149,SCOTTSDALE,AZ,85251
400899,Legacy Traditional School - Gilbert (92047),2022-08-28T00:00:00.000,In Person,1,1128,CHANDLER,AZ,85286
400916,EAGLE College Prep Maryvale LLC (91938),2022-08-28T00:00:00.000,In Person,1,406,PHOENIX,AZ,85031
400924,Western School of Science and Technology Inc. (91937),2022-08-28T00:00:00.000,In Person,1,530,PHOENIX,AZ,85033
400927,Legacy Traditional School - Queen Creek (92610),2022-08-28T00:00:00.000,In Person,1,1342,San Tan Valley,AZ,85140
400930,Archway Classical Academy Trivium East (92704),2022-08-28T00:00:00.000,In Person,1,513,PHOENIX,AZ,85034
400933,Legacy Traditional School - Surprise (92879),2022-08-28T00:00:00.000,In Person,1,1928,SURPRISE,AZ,85379
400940,Academy of Mathematics and Science Inc. (92768),2022-08-28T00:00:00.000,In Person,1,1152,PHOENIX,AZ,85033
400944,Leman Academy of Excellence Inc. (92730),2022-08-28T00:00:00.000,In Person,6,3432,Tucson,AZ,85743
400945,Pensar Academy (92972),2022-08-28T00:00:00.000,In Person,1,248,PHOENIX,AZ,85015
400948,Legacy Traditional School - Glendale (850100),2022-08-28T00:00:00.000,In Person,1,1181,Glendale,AZ,85306
400951,Legacy Traditional School - Peoria (850099),2022-08-28T00:00:00.000,In Person,1,709,PEORIA,AZ,85383
400953,The Grande Innovation Academy (92978),2022-08-28T00:00:00.000,In Person,1,669,CASA GRANDE,AZ,85122
400956,ASU Preparatory Academy (92716),2022-08-28T00:00:00.000,In Person,1,115,Tempe,AZ,85281
400959,Legacy Traditional School - Phoenix (873957),2022-08-28T00:00:00.000,In Person,1,1429,PHOENIX,AZ,85037
400960,Avondale Elementary District (4272),2022-08-28T00:00:00.000,In Person,9,5790,AVONDALE,AZ,85323
400999,Freedom Preparatory Academy (1000979),2022-08-28T00:00:00.000,Remote,1,,GILBERT,AZ,85234
401000,Bagdad Unified District (4468),2022-08-28T00:00:00.000,In Person,3,491,Bagdad,AZ,86321
401050,Balsz Elementary District (4268),2022-08-28T00:00:00.000,In Person,5,2289,PHOENIX,AZ,85008
401160,Bicentennial Union High School District (4515),2022-08-28T00:00:00.000,In Person,1,134,Salome,AZ,85348
401180,Bisbee Unified District (4169),2022-08-28T00:00:00.000,In Person,4,696,BISBEE,AZ,85603
401290,Bouse Elementary District (4513),2022-08-28T00:00:00.000,In Person,1,35,Bouse,AZ,85325
401380,Buckeye Elementary District (4269),2022-08-28T00:00:00.000,In Person,8,5560,BUCKEYE,AZ,85326
401410,Buckeye Union High School District (4284),2022-08-28T00:00:00.000,In Person,5,4561,BUCKEYE,AZ,85326
401460,Sierra Vista Unified District (4175),2022-08-28T00:00:00.000,In Person,10,5541,SIERRA VISTA,AZ,85635
401500,Bullhead City School District (4378),2022-08-28T00:00:00.000,In Person,6,2651,BULLHEAD CITY,AZ,86442
401600,Camp Verde Unified District (4470),2022-08-28T00:00:00.000,In Person,6,1660,CAMP VERDE,AZ,86322
401650,Canon Elementary District (4484),2022-08-28T00:00:00.000,In Person,1,143,Black Canyon City,AZ,85324
401680,Cartwright Elementary District (4282),2022-08-28T00:00:00.000,In Person,21,16060,PHOENIX,AZ,85031
401710,Casa Grande Elementary District (4446),2022-08-28T00:00:00.000,In Person,13,6758,CASA GRANDE,AZ,85122
401740,Casa Grande Union High School District (4453),2022-08-28T00:00:00.000,In Person,3,3638,CASA GRANDE,AZ,85122
401760,Catalina Foothills Unified District (4410),2022-08-28T00:00:00.000,In Person,8,5508,TUCSON,AZ,85718
401870,Chandler Unified District #80 (4242),2022-08-28T00:00:00.000,In Person,44,45749,CHANDLER,AZ,85224
401940,Chinle Unified District (4158),2022-08-28T00:00:00.000,In Person,7,3334,Chinle,AZ,86503
402190,Concho Elementary District (4160),2022-08-28T00:00:00.000,In Person,1,170,Concho,AZ,85924
402220,Congress Elementary District (4479),2022-08-28T00:00:00.000,In Person,1,97,Congress,AZ,85332
402320,Coolidge Unified District (4442),2022-08-28T00:00:00.000,In Person,5,2287,COOLIDGE,AZ,85128
402370,Cottonwood-Oak Creek Elementary District (4487),2022-08-28T00:00:00.000,In Person,6,2077,COTTONWOOD,AZ,86326
402400,Crane Elementary District (4501),2022-08-28T00:00:00.000,In Person,12,6295,YUMA,AZ,85364
402430,Creighton Elementary District (4263),2022-08-28T00:00:00.000,In Person,10,5771,PHOENIX,AZ,85016
402530,Douglas Unified District (4174),2022-08-28T00:00:00.000,In Person,9,4114,DOUGLAS,AZ,85607
402600,Duncan Unified District (4228),2022-08-28T00:00:00.000,In Person,2,390,Duncan,AZ,85534
402690,Dysart Unified District (4243),2022-08-28T00:00:00.000,In Person,26,24590,SURPRISE,AZ,85374
402740,Mary C O'Brien Accommodation District (4435),2022-08-28T00:00:00.000,In Person,2,214,TOLTEC,AZ,85131
402790,Eloy Elementary District (4448),2022-08-28T00:00:00.000,In Person,3,815,ELOY,AZ,85131
402860,Flagstaff Unified District (4192),2022-08-28T00:00:00.000,In Person,16,9576,FLAGSTAFF,AZ,86004
402920,Florence Unified School District (4437),2022-08-28T00:00:00.000,In Person,14,9629,FLORENCE,AZ,85132
403010,Flowing Wells Unified District (4405),2022-08-28T00:00:00.000,In Person,11,5655,TUCSON,AZ,85705
403040,Fountain Hills Unified District (4247),2022-08-28T00:00:00.000,In Person,4,1392,FOUNTAIN HILLS,AZ,85268
403060,Fowler Elementary District (4273),2022-08-28T00:00:00.000,In Person,8,4428,PHOENIX,AZ,85043
403150,Fort Huachuca Accommodation District (4167),2022-08-28T00:00:00.000,In Person,3,910,FORT HUACHUCA,AZ,85613
403200,Fort Thomas Unified District (4221),2022-08-28T00:00:00.000,In Person,4,620,Fort Thomas,AZ,85536
403240,Gadsden Elementary District (4505),2022-08-28T00:00:00.000,In Person,9,5039,San Luis,AZ,85349
403290,Ganado Unified School District (4157),2022-08-28T00:00:00.000,In Person,4,1299,Ganado,AZ,86505
403400,Gilbert Unified District (4239),2022-08-28T00:00:00.000,In Person,39,34651,GILBERT,AZ,85234
403420,Glendale Elementary District (4271),2022-08-28T00:00:00.000,In Person,18,11721,GLENDALE,AZ,85301
